,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,carAge,price_per_kilometer
5872,Mahindra Bolero Power Plus Plus AC BSIV PS,2017,650000,110000,Diesel,Individual,Manual,First Owner,15,2523,63,9,8,5.909090909090909
5873,Tata Safari Storme LX,2014,540000,77500,Diesel,Individual,Manual,Second Owner,14,2179,138,7,11,6.967741935483871
5874,Maruti Swift VDI BSIV,2015,459999,100000,Diesel,Individual,Manual,Second Owner,25,1248,74,5,10,4.59999
5875,Renault KWID RXL,2019,325000,14700,Petrol,Individual,Manual,First Owner,25,799,53,5,6,22.108843537414966
5876,Maruti Omni MPI STD BSIV,2016,240000,40000,Petrol,Individual,Manual,First Owner,16,796,34,5,9,6.0
5877,Mahindra KUV 100 mFALCON G80 K2,2017,400000,32000,Petrol,Individual,Manual,Second Owner,18,1198,82,6,8,12.5
5878,Maruti Alto LXI,2004,70000,70000,Petrol,Individual,Manual,Second Owner,19,796,46,5,21,1.0
5879,Maruti Swift Dzire VXi,2009,250000,80000,Petrol,Individual,Manual,First Owner,17,1298,85,5,16,3.125
5880,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,910000,80000,Diesel,Individual,Manual,Second Owner,12,2494,100,8,11,11.375
5881,Maruti Swift Dzire VDI,2018,720000,25000,Diesel,Individual,Manual,First Owner,28,1248,74,5,7,28.8
5882,Maruti Swift Dzire ZDI,2015,590000,50000,Diesel,Individual,Manual,First Owner,26,1248,74,5,10,11.8
5883,Chevrolet Tavera Neo 3 10 Seats BSIII,2015,434000,120000,Diesel,Individual,Manual,First Owner,13,2499,72,10,10,3.6166666666666667
5884,Mahindra Bolero DI BSIII,2006,145000,170000,Diesel,Individual,Manual,First Owner,13,2523,63,7,19,0.8529411764705882
5885,Mahindra KUV 100 G80 K4 Plus 5Str,2018,445000,19700,Petrol,Individual,Manual,First Owner,18,1198,82,5,7,22.588832487309645
5886,Hyundai Santro Xing GL Plus LPG,2011,191000,70000,LPG,Individual,Manual,First Owner,13,1086,62,5,14,2.7285714285714286
5887,Ford Figo Aspire 1.5 TDCi Titanium,2018,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,25,1498,99,5,7,7.44
5888,Maruti Wagon R LXI,2005,65000,90000,Petrol,Individual,Manual,Second Owner,18,998,67,5,20,0.7222222222222222
5889,Hyundai Santro GLS I - Euro II,2007,150000,60000,Petrol,Individual,Manual,Third Owner,19,1430,87,5,18,2.5
5890,Ford Figo Diesel LXI,2015,300000,140000,Diesel,Individual,Manual,First Owner,20,1399,68,5,10,2.142857142857143
5891,Mahindra Scorpio 2.6 DX,2003,125000,120000,Diesel,Individual,Manual,Third Owner,12,2609,116,8,22,1.0416666666666667
5892,Tata Tigor 1.2 Revotron XZ Option,2017,520000,40000,Petrol,Individual,Manual,First Owner,20,1199,84,5,8,13.0
5893,Maruti Alto 800 LXI,2014,190000,70000,Petrol,Individual,Manual,Third Owner,22,796,47,5,11,2.7142857142857144
5894,Datsun RediGO 1.0 S,2018,310000,7000,Petrol,Individual,Manual,First Owner,22,999,67,5,7,44.285714285714285
5895,Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,90000,Diesel,Individual,Manual,First Owner,12,2494,102,8,13,8.333333333333334
5896,Mahindra TUV 300 mHAWK100 T8 AMT,2016,750000,110000,Diesel,Individual,Automatic,First Owner,18,1493,100,7,9,6.818181818181818
5897,Maruti Alto K10 VXI,2019,350000,15000,Petrol,Individual,Manual,First Owner,23,998,67,5,6,23.333333333333332
5898,Maruti Alto 800 VXI,2020,360000,5000,Petrol,Individual,Manual,First Owner,22,796,47,5,5,72.0
5899,Renault KWID RXE,2017,285000,5000,Petrol,Individual,Manual,First Owner,25,799,53,5,8,57.0
5900,Maruti Alto 800 LX,2013,160000,70000,Petrol,Individual,Manual,Second Owner,22,796,47,5,12,2.2857142857142856
5901,Datsun GO Plus D,2015,229999,60000,Petrol,Individual,Manual,Second Owner,19,1198,67,7,10,3.8333166666666667
5902,Maruti Alto LXi,2007,85000,120000,Petrol,Individual,Manual,Third Owner,19,796,46,5,18,0.7083333333333334
5903,Datsun RediGO 1.0 S,2018,300000,7000,Petrol,Individual,Manual,First Owner,22,999,67,5,7,42.857142857142854
5904,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,675000,120000,Diesel,Individual,Manual,First Owner,12,2179,120,7,11,5.625
5905,Mahindra Scorpio 2009-2014 SLE 7S BSIII,2014,700000,145241,Diesel,Individual,Manual,First Owner,12,2179,120,7,11,4.819575739632748
5906,Mahindra Scorpio 2.6 Turbo 7 Str,2008,400000,110000,Diesel,Individual,Manual,First Owner,12,2609,116,8,17,3.6363636363636362
5907,Renault KWID RXT,2016,254999,30000,Petrol,Individual,Manual,Third Owner,25,799,53,5,9,8.499966666666667
5908,Mahindra Scorpio S10 7 Seater,2015,1050000,80000,Diesel,Individual,Manual,Second Owner,15,2179,120,7,10,13.125
5909,Maruti Swift Dzire VDI,2013,390000,100000,Diesel,Individual,Manual,First Owner,23,1248,74,5,12,3.9
5910,Toyota Etios Liva GD,2015,450000,80000,Diesel,Individual,Manual,First Owner,23,1364,67,5,10,5.625
5911,Toyota Innova Crysta 2.8 GX AT BSIV,2016,1630000,40000,Diesel,Individual,Automatic,Second Owner,11,2755,171,7,9,40.75
5912,Maruti Vitara Brezza VDi Option,2017,725000,50000,Diesel,Individual,Manual,First Owner,24,1248,88,5,8,14.5
5913,Tata Safari Storme LX,2013,466000,95500,Diesel,Individual,Manual,Second Owner,14,2179,138,7,12,4.87958115183246
5914,Jeep Compass 1.4 Sport,2019,1520000,10000,Petrol,Individual,Manual,First Owner,16,1368,160,5,6,152.0
5915,Maruti Alto K10 VXI,2014,229999,53473,Petrol,Individual,Manual,First Owner,23,998,67,5,11,4.301217436837282
5916,Mahindra Bolero 2011-2019 DI NON AC BS III White,2011,250000,100000,Diesel,Individual,Manual,Second Owner,15,2523,63,9,14,2.5
5917,Mahindra XUV500 W10 2WD,2016,1350000,25000,Diesel,Individual,Manual,First Owner,16,2179,140,7,9,54.0
5918,Hyundai Santro Xing GLS,2013,220000,80000,Petrol,Individual,Manual,First Owner,17,1086,62,5,12,2.75
5919,Hyundai Xcent 1.1 CRDi S,2015,360000,120000,Diesel,Individual,Manual,First Owner,24,1120,71,5,10,3.0
5920,Maruti Alto K10 VXI,2018,350000,40000,Petrol,Individual,Manual,First Owner,23,998,67,5,7,8.75
5921,Hyundai Verna 1.6 SX CRDi (O),2012,500000,70000,Diesel,Individual,Manual,First Owner,22,1582,126,5,13,7.142857142857143
5922,Chevrolet Beat Diesel LT,2013,145000,90000,Diesel,Individual,Manual,Third Owner,25,936,57,5,12,1.6111111111111112
5923,Chevrolet Sail Hatchback 1.2,2014,300000,51000,Petrol,Individual,Manual,First Owner,18,1199,82,5,11,5.882352941176471
5924,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2010,180000,87000,Diesel,Individual,Manual,First Owner,19,1430,87,5,15,2.0689655172413794
5925,Hyundai Accent GLE,2009,180000,87000,Petrol,Individual,Manual,Second Owner,13,1495,94,5,16,2.0689655172413794
5926,Mahindra Bolero GLX,2006,200000,120000,Diesel,Individual,Manual,Second Owner,19,1430,87,5,19,1.6666666666666667
5927,Renault Duster 110PS Diesel RxL,2014,620000,90000,Diesel,Individual,Manual,Second Owner,19,1461,108,5,11,6.888888888888889
5928,Toyota Etios G,2015,360000,110000,Petrol,Individual,Manual,Third Owner,16,1496,88,5,10,3.272727272727273
5929,Hyundai Santro Xing GLS,2010,245000,86000,Petrol,Individual,Manual,Second Owner,17,1086,62,5,15,2.8488372093023258
5930,Maruti Swift VDI BSIV,2009,370000,120000,Diesel,Individual,Manual,First Owner,19,1430,87,5,16,3.0833333333333335
5931,Ford Ikon 1.6 Really Sport,2003,130000,80000,Petrol,Individual,Manual,Third Owner,14,1597,92,5,22,1.625
5932,Maruti Esteem LX - BSIII,1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,15,1298,85,5,26,1.0769230769230769
5933,Maruti Esteem LX - BSIII,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,15,1298,85,5,26,1.0
5934,Ford Fiesta 1.5 TDCi Titanium,2014,650000,140000,Diesel,Individual,Manual,Second Owner,25,1498,89,5,11,4.642857142857143
5935,Maruti Swift VXI,2019,610000,18000,Petrol,Individual,Manual,First Owner,21,1197,81,5,6,33.888888888888886
5936,Maruti Alto K10 VXI,2015,300000,24000,Petrol,Individual,Manual,First Owner,23,998,67,5,10,12.5
5937,Hyundai Grand i10 CRDi Magna,2014,425000,60000,Diesel,Individual,Manual,First Owner,24,1120,70,5,11,7.083333333333333
5938,Hyundai Verna 1.6 SX CRDi (O),2012,450000,150000,Diesel,Individual,Manual,Third Owner,22,1582,126,5,13,3.0
5939,Hyundai Verna 1.6 CRDI,2011,450000,108000,Diesel,Individual,Manual,First Owner,22,1582,126,5,14,4.166666666666667
5940,Hyundai i10 Sportz AT,2011,340000,60000,Petrol,Individual,Automatic,Third Owner,16,1197,78,5,14,5.666666666666667
5941,Maruti Ertiga LDI Option,2013,650000,90000,Diesel,Individual,Manual,First Owner,20,1248,88,7,12,7.222222222222222
5942,Tata Indigo CS LS (TDI) BS III,2009,160000,70000,Diesel,Individual,Manual,First Owner,19,1396,69,5,16,2.2857142857142856
5943,Tata Indica Vista TDI LS,2014,250000,120000,Diesel,Individual,Manual,First Owner,19,1405,70,5,11,2.0833333333333335
5944,Chevrolet Beat Diesel LT,2012,225000,100000,Diesel,Individual,Manual,Third Owner,25,936,57,5,13,2.25
5945,Tata Indica V2 2001-2011 DLS BSIII,2007,55000,75958,Diesel,Individual,Manual,Second Owner,17,1396,52,5,18,0.724084362410806
5946,Maruti 800 AC,1996,42000,70000,Petrol,Individual,Manual,Third Owner,16,796,37,4,29,0.6
5947,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,250000,100000,Diesel,Individual,Manual,Second Owner,19,1430,87,5,13,2.5
5948,Hyundai Tucson CRDi,2006,282000,128000,Diesel,Individual,Manual,Fourth & Above Owner,12,1991,112,7,19,2.203125
5949,Tata Indica V2 DLS TC,2007,80000,110000,Diesel,Individual,Manual,Third Owner,16,1405,62,5,18,0.7272727272727273
5950,Maruti Swift Dzire VXI,2016,500000,40000,Petrol,Individual,Manual,First Owner,20,1197,83,5,9,12.5
5951,Ford Figo Aspire 1.5 TDCi Ambiente,2016,500000,70000,Diesel,Individual,Manual,First Owner,25,1498,99,5,9,7.142857142857143
5952,Maruti Swift VDI,2011,400000,60000,Diesel,Individual,Manual,First Owner,22,1248,74,5,14,6.666666666666667
5953,Mahindra Bolero 2011-2019 SLX,2013,550000,90000,Diesel,Individual,Manual,First Owner,15,2523,62,7,12,6.111111111111111
5954,Tata New Safari Dicor LX 4X2 BS IV,2007,200000,70000,Diesel,Individual,Manual,Second Owner,13,2179,138,7,18,2.857142857142857
5955,Hyundai i10 Sportz,2012,280000,65000,Petrol,Individual,Manual,First Owner,20,1197,78,5,13,4.3076923076923075
5956,Maruti Swift Dzire VDI,2014,580000,88000,Diesel,Individual,Manual,First Owner,23,1248,74,5,11,6.590909090909091
5957,Tata Manza Aura (ABS) Quadrajet,2009,100000,80000,Diesel,Individual,Manual,Third Owner,18,1248,90,5,16,1.25
5958,Mahindra Scorpio EX,2014,550000,60000,Diesel,Individual,Manual,First Owner,14,2523,75,8,11,9.166666666666666
5959,Mahindra TUV 300 T4 Plus,2017,700000,38000,Diesel,Individual,Manual,First Owner,18,1493,100,7,8,18.42105263157895
5960,Tata Manza Aqua Safire,2010,150000,80000,Petrol,Individual,Manual,Third Owner,15,1368,90,5,15,1.875
5961,Hyundai EON Magna Plus,2014,190000,60000,Petrol,Individual,Manual,Second Owner,21,814,55,5,11,3.1666666666666665
5962,Mahindra Bolero 2011-2019 SLE,2013,500000,110000,Diesel,Individual,Manual,First Owner,15,2523,62,7,12,4.545454545454546
5963,Maruti Swift VDI BSIV,2017,640000,110000,Diesel,Individual,Manual,First Owner,25,1248,74,5,8,5.818181818181818
5964,Skoda Fabia 1.2L Diesel Elegance,2011,340000,145000,Diesel,Individual,Manual,First Owner,20,1199,75,5,14,2.3448275862068964
5965,Hyundai Elite i20 Asta Option Diesel,2019,811000,43000,Diesel,Individual,Manual,First Owner,22,1396,88,5,6,18.86046511627907
5966,Maruti Ritz LDi,2016,409999,120000,Diesel,Individual,Manual,First Owner,23,1248,73,5,9,3.4166583333333334
5967,Maruti Swift Lxi BSIII,2007,220000,136000,Petrol,Individual,Manual,Second Owner,16,1298,88,5,18,1.6176470588235294
5968,Tata Indica V2 DLS BSIII,2013,170000,120000,Diesel,Individual,Manual,Second Owner,17,1405,48,5,12,1.4166666666666667
5969,Hyundai Elite i20 Petrol Asta Option,2018,700000,25000,Petrol,Individual,Manual,First Owner,18,1197,81,5,7,28.0
5970,Mahindra Scorpio S10 4WD,2015,950000,80000,Diesel,Individual,Manual,Second Owner,15,2179,120,7,10,11.875
5971,Hyundai Accent GLS 1.6 ABS,2003,80000,40000,Petrol,Individual,Manual,Second Owner,14,1599,94,5,22,2.0
5972,Maruti Swift Dzire VDI,2014,420000,120000,Diesel,Individual,Manual,Second Owner,23,1248,74,5,11,3.5
5973,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,899000,35000,Diesel,Individual,Manual,First Owner,25,1248,88,5,7,25.685714285714287
5974,Datsun GO T Petrol,2019,459999,35000,Petrol,Individual,Manual,First Owner,19,1198,67,5,6,13.142828571428572
5975,Hyundai Verna CRDi SX ABS,2008,150000,120000,Diesel,Individual,Manual,Second Owner,18,1493,110,5,17,1.25
5976,Renault KWID 1.0 RXT Optional,2017,350000,25000,Petrol,Individual,Manual,First Owner,23,999,67,5,8,14.0
5977,Toyota Etios GD,2015,509999,100000,Diesel,Individual,Manual,Second Owner,23,1364,67,5,10,5.09999
5978,Mahindra Bolero 2011-2019 Plus Non AC,2013,500000,120000,Diesel,Individual,Manual,Third Owner,15,2523,62,9,12,4.166666666666667
5979,Tata Zest Revotron 1.2 XT,2017,370000,35000,Petrol,Individual,Manual,First Owner,17,1193,88,5,8,10.571428571428571
5980,Maruti Alto K10 2010-2014 VXI,2013,240000,44000,Petrol,Individual,Manual,Second Owner,20,998,67,5,12,5.454545454545454
5981,Hyundai i20 Asta 1.4 CRDi,2015,530000,100000,Diesel,Individual,Manual,Second Owner,22,1396,88,5,10,5.3
5982,Mahindra Scorpio S10 7 Seater,2015,1000000,133000,Diesel,Individual,Manual,Second Owner,15,2179,120,7,10,7.518796992481203
5983,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1600000,35000,Diesel,Individual,Manual,Second Owner,13,2393,147,7,7,45.714285714285715
5984,Hyundai i10 Sportz,2014,350000,64000,Petrol,Individual,Manual,First Owner,20,1197,78,5,11,5.46875
5985,Mahindra XUV500 AT W10 FWD,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,16,2179,140,7,10,15.714285714285714
5986,Hyundai i20 1.2 Magna,2011,220000,70000,Petrol,Individual,Manual,First Owner,18,1197,80,5,14,3.142857142857143
5987,Hyundai Grand i10 Sportz,2015,350000,100000,Petrol,Individual,Manual,First Owner,18,1197,82,5,10,3.5
5988,Maruti Swift LDI,2013,370000,90000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,12,4.111111111111111
5989,Maruti Swift Dzire VXi,2014,220000,50000,Petrol,Individual,Manual,First Owner,17,1298,85,5,11,4.4
5990,Mahindra KUV 100 mFALCON D75 K4,2017,400000,50000,Diesel,Individual,Manual,First Owner,25,1198,77,6,8,8.0
5991,Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,570000,31596,Petrol,Dealer,Manual,First Owner,17,1497,121,5,8,18.040258260539307
5992,Mahindra XUV500 W6 2WD,2013,650000,85710,Diesel,Dealer,Manual,First Owner,15,2179,140,7,12,7.583712518959281
5993,Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,11,2982,171,7,13,12.960262908190423
5994,Datsun RediGO T Option,2018,250000,10000,Petrol,Individual,Manual,First Owner,22,799,53,5,7,25.0
5995,Hyundai i10 Sportz,2014,320000,15000,Petrol,Individual,Manual,First Owner,20,1197,78,5,11,21.333333333333332
5996,Maruti Wagon R AMT VXI,2017,440000,35000,Petrol,Individual,Automatic,First Owner,20,998,67,5,8,12.571428571428571
5997,Hyundai i20 Sportz 1.2,2013,315000,49000,Petrol,Individual,Manual,Second Owner,18,1197,82,5,12,6.428571428571429
5998,Hyundai Santro Xing ABS,2007,100000,70000,Petrol,Individual,Manual,Third Owner,19,1430,87,5,18,1.4285714285714286
5999,Tata Manza Aura Quadrajet,2010,202999,158000,Diesel,Individual,Manual,First Owner,18,1248,90,5,15,1.2848037974683544
6000,Hyundai EON Era,2012,179000,30000,Petrol,Individual,Manual,Second Owner,21,814,55,5,13,5.966666666666667
6001,Hyundai i10 Magna 1.2 iTech SE,2008,140000,60000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,17,2.3333333333333335
6002,Maruti Zen Estilo 1.1 LXI BSIII,2008,150000,40000,Petrol,Individual,Manual,Second Owner,18,1061,64,5,17,3.75
6003,Mahindra Bolero SLX,2011,440000,60000,Diesel,Individual,Manual,Second Owner,13,2523,63,7,14,7.333333333333333
6004,Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,20,1399,68,5,14,4.53473607836024
6005,Maruti Wagon R VXI BS IV,2014,330000,22000,Petrol,Individual,Manual,First Owner,20,998,67,5,11,15.0
6006,Ford Figo Petrol ZXI,2010,250000,48000,Petrol,Individual,Manual,First Owner,15,1196,70,5,15,5.208333333333333
6007,Hyundai i20 Magna,2012,335000,45000,Petrol,Individual,Manual,First Owner,18,1197,82,5,13,7.444444444444445
6008,Mahindra XUV500 W4,2016,1025000,22522,Diesel,Dealer,Manual,First Owner,16,2179,140,7,9,45.51105585649587
6009,Hyundai i20 1.2 Magna,2012,320000,51856,Petrol,Dealer,Manual,Third Owner,18,1197,80,5,13,6.17093489663684
6010,Maruti Ciaz RS ZXi Plus,2015,550000,29434,Petrol,Individual,Manual,First Owner,20,1373,91,5,10,18.685873479649384
6011,Honda WR-V i-DTEC VX,2018,800000,25000,Diesel,Individual,Manual,First Owner,25,1498,98,5,7,32.0
6012,Tata Tiago 1.2 Revotron XZ,2017,380000,28000,Petrol,Individual,Manual,Second Owner,23,1199,84,5,8,13.571428571428571
6013,Renault Duster 85PS Diesel RxL Optional,2013,400000,44500,Diesel,Individual,Manual,Second Owner,20,1461,83,5,12,8.98876404494382
6014,Maruti Wagon R VXI BS IV,2016,375000,34500,Petrol,Individual,Manual,First Owner,20,998,67,5,9,10.869565217391305
6015,Honda City i-VTEC CVT ZX,2017,1100000,20000,Petrol,Individual,Automatic,First Owner,18,1497,117,5,8,55.0
6016,Hyundai i20 1.2 Spotz,2018,650000,15000,Petrol,Individual,Manual,First Owner,18,1197,81,5,7,43.333333333333336
6017,Nissan Micra XV CVT,2014,361000,26000,Petrol,Individual,Automatic,First Owner,19,1198,76,5,11,13.884615384615385
6018,Hyundai EON D Lite Plus,2012,140000,20000,Petrol,Individual,Manual,First Owner,21,814,55,5,13,7.0
6019,Hyundai Xcent 1.2 VTVT S,2019,550000,3000,Petrol,Individual,Manual,First Owner,20,1197,81,5,6,183.33333333333334
6020,Honda Amaze VX Petrol BSIV,2019,670000,20000,Petrol,Individual,Manual,First Owner,19,1199,88,5,6,33.5
6021,Maruti Vitara Brezza ZDi Plus,2017,880000,25000,Diesel,Individual,Manual,First Owner,24,1248,88,5,8,35.2
6022,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,35000,Diesel,Individual,Manual,First Owner,23,1498,98,5,7,27.142857142857142
6023,Chevrolet Cruze LTZ,2010,300000,60000,Diesel,Individual,Manual,First Owner,18,1991,147,5,15,5.0
6024,Honda City i-VTEC CVT VX,2017,1150000,6825,Petrol,Individual,Automatic,First Owner,18,1497,117,5,8,168.4981684981685
6025,Chevrolet Cruze LTZ AT,2015,450000,155000,Diesel,Individual,Automatic,First Owner,14,1998,163,5,10,2.903225806451613
6026,Maruti Eeco CNG 5 Seater AC BSIV,2018,375000,50000,CNG,Individual,Manual,First Owner,21,1196,61,5,7,7.5
6027,Maruti Ertiga BSIV VXI,2016,600000,13500,Petrol,Individual,Manual,First Owner,17,1373,91,7,9,44.44444444444444
6028,Toyota Innova 2.5 V Diesel 8-seater,2008,700000,260000,Diesel,Individual,Manual,First Owner,12,2494,102,8,17,2.6923076923076925
6029,Hyundai Xcent 1.2 CRDi S,2018,600000,65000,Diesel,Individual,Manual,First Owner,25,1186,73,5,7,9.23076923076923
6030,Mahindra Xylo H9,2014,630000,95000,Diesel,Individual,Manual,Second Owner,14,2179,118,8,11,6.631578947368421
6031,Maruti Ciaz ZXi,2016,590000,40000,Petrol,Individual,Manual,Second Owner,20,1373,91,5,9,14.75
6032,Hyundai Santro Era,2019,420000,30000,Petrol,Individual,Manual,First Owner,20,1086,68,5,6,14.0
6033,Mitsubishi Pajero Sport 4X4 Dual Tone,2016,1950000,120000,Diesel,Individual,Manual,First Owner,13,2477,175,7,9,16.25
6034,Tata New Safari Dicor EX 4X2 BS IV,2013,541000,112011,Diesel,Individual,Manual,First Owner,13,2179,138,7,12,4.829882779369884
6035,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,125000,Diesel,Individual,Manual,First Owner,12,2494,100,7,10,7.2
6036,Tata Manza Aura Quadrajet,2009,250000,43000,Diesel,Individual,Manual,First Owner,18,1248,90,5,16,5.813953488372093
6037,Mahindra Bolero 2011-2019 SLE,2019,670000,53534,Diesel,Individual,Manual,First Owner,15,2523,62,7,6,12.515410766989204
6038,Tata Tigor 2017-2020 XZ Plus,2019,530000,20000,Petrol,Individual,Manual,First Owner,20,1199,83,5,6,26.5
6039,Chevrolet Beat Diesel LT,2012,150000,70000,Diesel,Individual,Manual,Second Owner,25,936,57,5,13,2.142857142857143
6040,Mahindra XUV500 W8 2WD,2013,550000,70000,Diesel,Individual,Manual,Third Owner,15,2179,140,7,12,7.857142857142857
6041,Mahindra Scorpio 1.99 S4 Plus,2015,650000,150000,Diesel,Individual,Manual,First Owner,15,1997,120,7,10,4.333333333333333
6042,Tata Indica Vista TDI LX,2012,180000,100000,Diesel,Individual,Manual,Second Owner,19,1405,70,5,13,1.8
6043,Mahindra Thar 4X4,2015,585000,50000,Diesel,Individual,Manual,First Owner,16,2498,105,7,10,11.7
6044,Hyundai i20 Magna,2013,345000,120000,Petrol,Individual,Manual,Second Owner,18,1197,82,5,12,2.875
6045,Maruti Swift VDI,2013,350000,110000,Diesel,Individual,Manual,Third Owner,22,1248,74,5,12,3.1818181818181817
6046,Honda BRV i-VTEC V MT,2016,725000,140000,Petrol,Individual,Manual,First Owner,15,1497,117,7,9,5.178571428571429
6047,Tata Venture EX 7 Str,2012,250000,120000,Diesel,Individual,Manual,First Owner,15,1405,70,7,13,2.0833333333333335
6048,Maruti 800 AC,2002,45000,70000,Petrol,Individual,Manual,Second Owner,16,796,37,4,23,0.6428571428571429
6049,Toyota Innova 2.5 E Diesel MS 8-seater,2007,409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,12,2494,102,8,18,1.6524288748544045
6050,Renault KWID 1.0 RXT Optional,2017,325000,16500,Petrol,Individual,Manual,Second Owner,23,999,67,5,8,19.696969696969695
